id_timestamp,id_index,sensor_index,sensor_id,timestamp_since_poweron,real_time_clock,temperature,pressure,relative_humidity,resistance_gassensor,heater_profile_step_index,scanning_enabled,scanning_cycle_index,label_tag,error_code
2026_02_18_21_53,16115,3,1724221471,6472879,1771458060,37.059166,992.943542,17.655415,174803.6875,9,1,3,0,0
2026_02_18_21_53,16116,7,1724199965,6473030,1771458060,35.299416,993.166992,20.654816,2676249.5,2,1,1,0,0
2026_02_18_21_53,16117,3,1724221471,6473579,1771458061,37.15403,992.948914,17.532364,181882.765625,0,1,4,0,0
2026_02_18_21_53,16118,1,1724192798,6473667,1771458061,34.525227,993.0177,18.979197,8149216.5,3,1,2,0,0
2026_02_18_21_53,16119,3,1724221471,6473885,1771458061,36.697182,992.967529,17.454756,20563540.0,1,1,4,0,0
2026_02_18_21_53,16120,2,1724204062,6474311,1771458061,35.003662,993.08667,18.17687,7615152.0,3,1,2,0,0
2026_02_18_21_53,16121,1,1724192798,6474385,1771458061,35.2729,993.039185,18.942181,452296.8125,4,1,2,0,0
2026_02_18_21_53,16122,4,1724209694,6474467,1771458061,36.140221,992.897888,17.057537,11233459.0,3,1,2,0,0
2026_02_18_21_53,16123,5,1724219422,6474961,1771458062,35.798607,992.786804,18.782988,1459729.125,3,1,1,0,0
2026_02_18_21_53,16124,2,1724204062,6475036,1771458062,35.73653,993.05896,18.28681,383880.03125,4,1,2,0,0
2026_02_18_21_53,16125,1,1724192798,6475116,1771458062,35.528751,993.034485,18.64786,400078.125,5,1,2,0,0
2026_02_18_21_53,16126,3,1724221471,6475190,1771458062,35.688637,992.924194,17.151945,15402115.0,2,1,4,0,0
2026_02_18_21_53,16127,4,1724209694,6475196,1771458062,36.856636,992.94873,17.097727,670376.4375,4,1,2,0,0
2026_02_18_21_53,16128,5,1724219422,6475690,1771458063,36.524269,992.780945,18.651291,128096.070312,4,1,1,0,0
2026_02_18_21_53,16129,0,1724206365,6475785,1771458063,34.084534,992.887695,19.43026,9766915.0,3,1,2,0,0
2026_02_18_21_53,16130,2,1724204062,6475789,1771458063,36.005749,993.061768,18.174467,323743.28125,5,1,2,0,0
2026_02_18_21_53,16131,1,1724192798,6475864,1771458063,35.647984,993.04364,18.742838,361454.28125,6,1,2,0,0
